{Blxwp=f,Mulch=t} => {Class=True}
{Mulch=t,R2ar8=t} => {Class=True}
{Mulch=t,Rkxwp=f} => {Class=True}
{Mulch=t,Rimmx=f} => {Class=True}
{Mulch=t,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f} => {Class=True}
{Bknwy=f,Mulch=t} => {Class=True}
{Blxwp=f,Wkna8=t} => {Class=True}
{Wkna8=t,Wknck=f} => {Class=True}
{Wkna8=t,Wkovl=t} => {Class=True}
{R2ar8=t,Wkna8=t} => {Class=True}
{Bxqsq=f,Wkna8=t} => {Class=True}
{Katri5=n,Wkna8=t} => {Class=True}
{Rkxwp=f,Wkna8=t} => {Class=True}
{Rimmx=f,Wkna8=t} => {Class=True}
{Wkcti=f,Wkna8=t} => {Class=True}
{Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Wkna8=t} => {Class=True}
{Mulch=f,Wkna8=t} => {Class=True}
{Rimmx=f,Skrxp=t} => {Class=True}
{Bkblk=f,Katri5=b} => {Class=True}
{Bkblk=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Wknck=t} => {Class=True}
{Bkxcr=f,Bkxwp=t} => {Class=True}
{Blxwp=t,Bxqsq=t} => {Class=True}
{Bxqsq=t,Rimmx=f} => {Class=True}
{Bkxcr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxcr=t,Cntxt=f} => {Class=True}
{Blxwp=t,Rkxwp=f,Wknck=t,Wkovl=f} => {Class=True}
{Bknwy=f,Blxwp=t,Wknck=t,Wkovl=f} => {Class=True}
{Blxwp=t,Thrsk=f,Wknck=t,Wkovl=f} => {Class=True}
{R2ar8=t,Simpl=f,Wknck=t,Wkovl=f} => {Class=True}
{R2ar8=t,Wknck=t,Wkovl=f,Wkpos=t} => {Class=True}
{Katri5=n,R2ar8=t,Wknck=t,Wkovl=f} => {Class=True}
{R2ar8=t,Wkcti=f,Wknck=t,Wkovl=f} => {Class=True}
{R2ar8=t,Reskr=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,R2ar8=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Rkxwp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Rimmx=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Cntxt=f,R2ar8=t,Wkovl=f} => {Class=True}
{Bkspr=f,Bkxbq=f,R2ar8=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Dwipd=l,R2ar8=t,Wkovl=f} => {Class=True}
{Bkxbq=f,R2ar8=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Katri5=n,R2ar8=t,Wkovl=f} => {Class=True}
{Bkxbq=f,R2ar8=t,Rimmx=f,Wkovl=f} => {Class=True}
{Bkxbq=f,R2ar8=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,R2ar8=t,Reskr=f,Wkovl=f} => {Class=True}
{Bkblk=f,Bkxbq=f,R2ar8=t,Wkovl=f} => {Class=True}
{Bkona=f,Bkxbq=f,R2ar8=t,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,R2ar8=t,Wkovl=f} => {Class=True}
{Blxwp=t,Cntxt=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Blxwp=t,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Cntxt=f,R2ar8=t,Wknck=t} => {Class=True}
{Blxwp=t,Cntxt=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Cntxt=f,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Blxwp=t,Rkxwp=f,Simpl=f,Wknck=t} => {Class=True}
{Blxwp=t,R2ar8=t,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,R2ar8=t,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Dwipd=l,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Katri5=n,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Rkxwp=f,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Reskr=f,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Dsopp=f,Rkxwp=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Rkxwp=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Rkxwp=f,Skrxp=f,Wknck=t} => {Class=True}
{Rimmx=f,Simpl=t,Wknck=t,Wkovl=t} => {Class=True}
{R2ar8=t,Rimmx=f,Simpl=t,Wknck=t} => {Class=True}
{Bkxbq=t,Cntxt=t,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Cntxt=t,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Rimmx=f,Wknck=t,Wkpos=t} => {Class=True}
{Cntxt=t,Katri5=n,Wkcti=f,Wknck=t} => {Class=True}
{Cntxt=t,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Cntxt=t,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Cntxt=t,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkxbq=f,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Wknck=t,Wkpos=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=f,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Rimmx=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Rimmx=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Dsopp=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Qxmsq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{R2ar8=t,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Rimmx=f,Wknck=t,Wkovl=t,Wkpos=t} => {Class=True}
{Rimmx=f,Wknck=t,Wkovl=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Wkcti=f,Wknck=t,Wkovl=t} => {Class=True}
{Bknwy=f,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkspr=f,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{Dwipd=l,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{R2ar8=t,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Rimmx=f,Skewr=t,Wknck=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Dsopp=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Qxmsq=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Reskd=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Qxmsq=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Reskd=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Mulch=t,Thrsk=f,Wknck=t,Wkovl=f} => {Class=True}
{Dsopp=f,Mulch=t,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Dsopp=f,Katri5=n,Mulch=t,Skrxp=f,Wknck=t} => {Class=True}
{Dsopp=f,Katri5=n,Mulch=t,Thrsk=f,Wknck=t} => {Class=True}
{Dsopp=f,Mulch=t,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkspr=f,Dsopp=f,Katri5=n,Mulch=t,Skrxp=f} => {Class=True}
{Bkspr=f,Dsopp=f,Katri5=n,Mulch=t,Thrsk=f} => {Class=True}
{Bkona=f,Dsopp=f,Katri5=n,Mulch=t,Skrxp=f} => {Class=True}
{Bkona=f,Dsopp=f,Katri5=n,Mulch=t,Thrsk=f} => {Class=True}
{Bkona=f,Bkspr=f,Mulch=f,Wkna8=t,Wknck=f} => {Class=True}
{Bkona=f,Bkspr=f,Bxqsq=f,Mulch=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkspr=f,Mulch=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=f,Rkxwp=f,Wkna8=t} => {Class=True}
{Bkona=f,Bkxwp=f,Dsopp=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkona=f,Bkxwp=f,Dsopp=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkon8=f,Bkona=f,Bkxwp=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bxqsq=f,Katri5=n,Skrxp=t,Wknck=t} => {Class=True}
{Bxqsq=f,Katri5=n,Skrxp=t,Thrsk=f,Wknck=t} => {Class=True}
{Bkon8=f,Bxqsq=f,Skrxp=t,Thrsk=f,Wknck=t} => {Class=True}
{Dsopp=f,Dwipd=l,Rimmx=f,Skach=f,Skrxp=t} => {Class=True}
{Dsopp=f,Rimmx=f,Rkxwp=f,Skrxp=t,Wkpos=t} => {Class=True}
{Bkblk=f,Bkxwp=f,Dsopp=f,Rimmx=f,Skrxp=t} => {Class=True}
{Dsopp=f,Rimmx=f,Rkxwp=f,Skrxp=t,Wkcti=f} => {Class=True}
{Dsopp=f,Reskr=f,Rimmx=f,Rkxwp=f,Skrxp=t} => {Class=True}
{Bkblk=f,Dsopp=f,Rimmx=f,Rkxwp=f,Skrxp=t} => {Class=True}
{Dsopp=f,Rimmx=f,Rkxwp=f,Skach=f,Skrxp=t} => {Class=True}
{Bkblk=t,Bkxbq=f,Bkxwp=t,Rimmx=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Bkxwp=t,Dsopp=f,Rimmx=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Bkxcr=t,Rimmx=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Bkxcr=t,Blxwp=t,Rimmx=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Bkxcr=t,Blxwp=t,Dsopp=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Bkxcr=t,Blxwp=t,Skrxp=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Bkxcr=t,Dwipd=l,Rimmx=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Blxwp=t,Rimmx=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Blxwp=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Blxwp=t,Thrsk=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Dwipd=l,Rimmx=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Dwipd=l,Skrxp=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Dwipd=l,Thrsk=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bknwy=f,Bkxbq=f,Rimmx=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bknwy=f,Bkona=f,Bkxbq=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bknwy=f,Bkxbq=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Blxwp=t,Dwipd=l,Rimmx=f} => {Class=True}
{Bkblk=t,Bkxbq=f,Blxwp=t,Dwipd=l,Thrsk=f} => {Class=True}
{Bkxbq=f,Katri5=n,Reskr=t,Rimmx=f,Wkpos=f} => {Class=True}
{Bkxbq=f,Reskr=t,Rimmx=f,Wkcti=f,Wkpos=f} => {Class=True}
{Bkblk=f,Katri5=n,Reskr=t,Rimmx=f,Wkpos=f} => {Class=True}
{Bkblk=f,Katri5=n,Reskr=t,Rimmx=f,Rkxwp=f} => {Class=True}
{Dsopp=f,R2ar8=t,Rkxwp=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,R2ar8=t,Skrxp=f,Wkpos=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Dsopp=f,Rimmx=f,Wkpos=f} => {Class=True}
{Bkxwp=t,Dwipd=l,Katri5=n,Skrxp=f,Wkpos=f} => {Class=True}
{Bkxwp=t,Katri5=n,Rkxwp=f,Skrxp=f,Wkpos=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,R2ar8=f,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,R2ar8=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,R2ar8=f,Skrxp=f,Wkna8=f} => {Class=True}
{Bkspr=t,Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkspr=t,Bkxwp=t,Bxqsq=t,Simpl=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkspr=t,Bkxwp=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkon8=f,Bkspr=t,Bkxwp=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkspr=t,Bkxbq=f,Bkxwp=t,Bxqsq=t,Simpl=f} => {Class=True}
{Bkspr=t,Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Bkspr=t,Bkxbq=f,Bkxwp=t,Bxqsq=t,Skewr=t} => {Class=True}
{Bkspr=t,Bkxbq=f,Bkxwp=t,Bxqsq=t,Wtoeg=n} => {Class=True}
{Bkspr=t,Bkxbq=f,Bkxwp=t,Bxqsq=t,Skrxp=f} => {Class=True}
{Bkspr=t,Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f} => {Class=True}
{Bkspr=t,Bkxwp=t,Bxqsq=t,Simpl=f,Skewr=t} => {Class=True}
{Bkspr=t,Bkxwp=t,Bxqsq=t,Simpl=f,Wtoeg=n} => {Class=True}
{Bkspr=t,Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t} => {Class=True}
{Bkspr=t,Bkxwp=t,Bxqsq=t,Dwipd=l,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkspr=t,Bkxwp=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wknck=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=f,Katri5=n,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=f,Dsopp=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Simpl=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Simpl=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wknck=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Wknck=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skrxp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkcti=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skrxp=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Reskr=f,Wkovl=f} => {Class=True}
{Bkblk=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Skrxp=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Reskr=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=t,R2ar8=t,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=t,Simpl=f,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=t,Reskr=f,Simpl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,R2ar8=t} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t,R2ar8=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Wkcti=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l} => {Class=True}
{Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Wkcti=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t,Skrxp=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=t,Bxqsq=t,Cntxt=t} => {Class=True}
{Bkona=f,Bkxbq=t,Bkxwp=t,Bxqsq=t,Skewr=t} => {Class=True}
{Bkona=f,Bkxbq=t,Bkxwp=t,Bxqsq=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxbq=t,Bkxwp=t,Bxqsq=t,Skrxp=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Cntxt=f,Katri5=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,R2ar8=t,Simpl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Simpl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Simpl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f} => {Class=True}
{Bkona=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Simpl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Simpl=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skewr=t,Wknck=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wknck=f,Wtoeg=n} => {Class=True}
{Bkspr=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,R2ar8=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,R2ar8=t,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,R2ar8=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,R2ar8=t,Skrxp=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Skewr=t} => {Class=True}
