{Bkona=f,Blxwp=t,Bxqsq=t,Wkna8=f} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Skrxp=f} => {Class=True}
{Blxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f} => {Class=True}
{Rimmx=f,Skewr=f,Wknck=t,Wkovl=t} => {Class=True}
{Dwipd=g,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bxqsq=f,Dwipd=g,Wknck=t,Wkovl=t} => {Class=True}
{Dwipd=g,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkspr=f,Dwipd=g,Rimmx=f,Wknck=t} => {Class=True}
{Dwipd=g,Qxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=f,Dsopp=f,Dwipd=g,Wknck=t} => {Class=True}
{Bxqsq=f,Dwipd=g,Thrsk=f,Wknck=t} => {Class=True}
{Bkspr=t,Bkxcr=t,Cntxt=f,Wknck=t} => {Class=True}
{Bkspr=t,Bkxcr=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkspr=t,Bkxcr=t,Katri5=n,Wknck=t} => {Class=True}
{Bkspr=t,Bkxcr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkspr=t,Bkxcr=t,Reskr=f,Wknck=t} => {Class=True}
{Bkspr=t,Bkxcr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkspr=t,Bkxcr=t,Thrsk=f,Wknck=t} => {Class=True}
{Bkspr=t,Blxwp=t,Wknck=t,Wkpos=t} => {Class=True}
{Bkspr=t,Blxwp=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkspr=t,Blxwp=t,Reskr=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkspr=t,Blxwp=t,Wknck=t} => {Class=True}
{Bkspr=t,Blxwp=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkspr=t,Blxwp=t,Mulch=f,Wknck=t} => {Class=True}
{Bkspr=t,Blxwp=t,Thrsk=f,Wknck=t} => {Class=True}
{Bkspr=t,Cntxt=f,R2ar8=t,Wknck=t} => {Class=True}
{Bkspr=t,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bkspr=t,Wknck=t,Wkovl=t,Wkpos=t} => {Class=True}
{Bkspr=t,Katri5=n,Wknck=t,Wkovl=t} => {Class=True}
{Bkspr=t,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkspr=t,Wkcti=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkspr=t,Reskr=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkspr=t,R2ar8=t,Wknck=t,Wkpos=t} => {Class=True}
{Bkspr=t,Katri5=n,R2ar8=t,Wknck=t} => {Class=True}
{Bkspr=t,R2ar8=t,Rkxwp=f,Wknck=t} => {Class=True}
{Bkspr=t,R2ar8=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkspr=t,R2ar8=t,Reskr=f,Wknck=t} => {Class=True}
{Bkspr=t,R2ar8=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkspr=t,Dwipd=l,Rimmx=f,Wknck=t} => {Class=True}
{Bkspr=t,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bkspr=t,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkspr=t,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Katri5=n,Wknck=t,Wkovl=f} => {Class=True}
{Bkxcr=t,Wkcti=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxcr=t,Reskr=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxcr=t,Dsopp=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxcr=t,Wkna8=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxcr=t,Thrsk=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Blxwp=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkxcr=t,Blxwp=t,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Dwipd=l,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Blxwp=t,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Blxwp=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxbq=f,Bkxcr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Wknck=t,Wkpos=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Dsopp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Cntxt=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Simpl=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,R2ar8=t,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Bxqsq=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Bxqsq=f,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Bxqsq=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Katri5=n,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Thrsk=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bknwy=f,Blxwp=t,Wknck=t,Wkovl=f} => {Class=True}
{Blxwp=t,Thrsk=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Rkxwp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Rimmx=f,Wkovl=f} => {Class=True}
{Bkxbq=f,R2ar8=t,Rimmx=f,Wkovl=f} => {Class=True}
{Blxwp=t,Cntxt=f,R2ar8=t,Wknck=t} => {Class=True}
{Blxwp=t,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Blxwp=t,R2ar8=t,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Dwipd=l,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Katri5=n,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Rkxwp=f,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Reskr=f,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Dsopp=f,Rkxwp=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Rkxwp=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Rkxwp=f,Skrxp=f,Wknck=t} => {Class=True}
{R2ar8=t,Rimmx=f,Simpl=t,Wknck=t} => {Class=True}
{Bkxbq=t,Cntxt=t,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Cntxt=t,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Cntxt=t,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Cntxt=t,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkxbq=f,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Wknck=t,Wkpos=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=f,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Rimmx=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Rimmx=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Dsopp=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Qxmsq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{R2ar8=t,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Rimmx=f,Wknck=t,Wkovl=t,Wkpos=t} => {Class=True}
{Rimmx=f,Wknck=t,Wkovl=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Wkcti=f,Wknck=t,Wkovl=t} => {Class=True}
{Bknwy=f,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkspr=f,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{Dwipd=l,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{R2ar8=t,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Rimmx=f,Skewr=t,Wknck=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Dsopp=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Qxmsq=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Reskd=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Qxmsq=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Reskd=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,R2ar8=t,Skrxp=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skewr=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skewr=t,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skewr=t,Skrxp=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Katri5=n,Skrxp=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,R2ar8=t,Simpl=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,R2ar8=t,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,R2ar8=t,Simpl=f,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Simpl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skewr=t,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Simpl=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skewr=t,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skrxp=f,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Skrxp=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Simpl=f,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skrxp=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,R2ar8=t,Skewr=t} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,R2ar8=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Skrxp=f,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Wkcti=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Reskr=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Reskr=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkna8=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Skrxp=f} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Skrxp=f,Wkna8=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dwipd=l,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Skewr=t,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Reskr=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Skewr=t,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skewr=t,Wkcti=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skewr=t,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Skewr=t,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skewr=t,Skrxp=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skewr=t,Wkna8=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skewr=t,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Reskr=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Skrxp=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Katri5=n,Rimmx=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Katri5=n,Skrxp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Dsopp=f,Reskr=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Dsopp=f,Skrxp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxwp=t,R2ar8=t,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxwp=t,Katri5=n,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dsopp=f,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxwp=t,Simpl=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxwp=t,Simpl=f,Skrxp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dsopp=f,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxwp=t,Reskr=f,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxwp=t,Reskr=f,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dsopp=f,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxwp=t,Simpl=f,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxwp=t,R2ar8=t,Reskr=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,R2ar8=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dsopp=f,Dwipd=l,Wkcti=f,Wknck=t} => {Class=True}
